,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
110,49,20000.0,14,0,2,0,0.0,2545.47,0.0,0,0,0,0.0,0.0,0.0,2545.47,2,0.0,0,2,2211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,39,4500000.0,14,20,25,60,118991.86,79343.62,310394.7,3,0,3,481026.68,0.0,59508.0,508730.18,105,540534.68,6,111,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
112,70,1200000.0,14,2,2,2,1293.6,5600.0,5749.7,0,0,0,0.0,0.0,0.0,12643.3,6,0.0,0,6,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
113,63,2500.0,14,47,58,71,150900.0,146030.0,174070.0,12,6,7,154021.97,143844.3,163241.07,471000.0,176,461107.34,25,201,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
114,63,2500.0,14,136,89,109,278617.84,177663.2,234945.2,10,6,10,89440.88,70510.98,262378.44,691226.24,334,422330.3,26,360,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115,61,2500.0,14,21,13,16,22700.0,18050.0,24021.0,7,6,7,22838.0,21012.0,24000.0,64771.0,50,67850.0,20,70,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,57,2500.0,14,9,22,0,19600.0,37993.6,0.0,0,0,0,0.0,0.0,0.0,57593.6,31,0.0,0,31,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
117,47,2500.0,14,0,8,65,0.0,31467.51,376091.03,0,1,10,0.0,75000.0,191600.83,407558.54,73,266600.83,11,84,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
118,62,2500.0,14,22,23,22,66900.0,54800.0,40200.0,11,7,7,87511.18,37249.42,40091.78,161900.0,67,164852.38,25,92,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
119,58,2500.0,14,38,30,33,64713.6,41326.0,47175.7,11,6,7,65057.25,41284.64,47363.76,153215.3,101,153705.65,24,125,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
120,37,1500000.0,14,111,236,225,510881.35,1598855.11,1071156.04,13,15,9,412880.45,1833627.74,1088634.91,3180892.5,572,3335143.1,37,609,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
121,59,3200000.0,14,119,128,105,191269.8,239113.9,188417.0,3,4,1,55146.76,47906.36,2800.0,618800.7,352,105853.12,8,360,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
122,40,1500000.0,14,56,74,94,113988.05,108400.06,222272.45,6,7,9,395458.5,373957.16,454867.53,444660.56,224,1224283.19,22,246,2232,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
123,32,2000000.0,14,6,38,31,6042.1,172817.93,109409.7,1,1,5,15000.0,11200.0,55000.0,288269.73,75,81200.0,7,82,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
124,61,3000.0,14,16,14,18,47543.6,43700.0,50049.7,7,6,7,47642.4,43829.4,50063.0,141293.3,48,141534.8,20,68,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
125,58,10000.0,14,163,257,124,659855.39,1030285.3,304403.05,10,5,8,165900.0,46500.0,78200.0,1994543.74,544,290600.0,23,567,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
126,57,3500.0,14,12,8,12,31903.6,29508.0,34055.7,7,6,7,32042.26,29411.28,34028.7,95467.3,32,95482.24,20,52,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
127,50,3500.0,14,35,24,34,50500.0,40200.0,49700.0,7,6,7,45515.24,41712.66,48393.88,140400.0,93,135621.78,20,113,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
128,38,1000000.0,14,96,23,102,198620.6,87321.55,318501.7,20,8,25,174750.0,78200.0,191050.0,604443.85,221,444000.0,53,274,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
129,42,390.0,14,0,3,3,0.0,4500.0,6000.0,0,0,0,0.0,0.0,0.0,10500.0,6,0.0,0,6,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
130,37,1000000.0,14,141,1,2,309368.24,693.6,2350.0,5,4,5,137160.0,144000.0,161180.0,312411.84,144,442340.0,14,158,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
131,53,5000000.0,14,20,15,0,71700.0,63400.0,0.0,6,5,0,71801.94,63447.15,0.0,135100.0,35,135249.09,11,46,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
132,46,2250.0,14,19,16,18,33100.0,26900.0,51900.0,11,12,13,33234.29,27339.15,51617.76,111900.0,53,112191.2,36,89,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
133,35,1000000.0,14,64,0,41,249248.7,0.0,55377.52,7,0,14,233600.0,0.0,56400.0,304626.22,105,290000.0,21,126,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
134,49,1000.0,14,316,449,249,1574903.24,1413227.21,710504.94,189,111,82,2261961.0,1290112.0,880100.0,3698635.39,1014,4432173.0,382,1396,2222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
135,37,1000000.0,4,10,36,78,20982.0,66225.4,297639.32,5,18,14,21200.0,71350.0,56405.0,384846.72,124,148955.0,37,161,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
136,25,2000000.0,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
137,57,2500.0,14,50,41,44,70209.5,78431.2,88652.0,7,7,7,75463.2,81820.6,79236.36,237292.7,135,236520.16,21,156,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
138,58,2500000.0,14,0,0,1,0.0,0.0,883.32,0,0,0,0.0,0.0,0.0,883.32,1,0.0,0,1,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
139,62,2500.0,14,7,8,16,2019.4,1610.0,8335.74,3,2,3,2200.0,1500.0,4200.0,11965.14,31,7900.0,8,39,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
140,57,2500.0,14,62,60,85,152073.08,147254.95,210662.41,7,8,7,148519.51,150835.07,213527.42,509990.44,207,512882.0,22,229,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
141,57,2500.0,14,82,118,43,365915.44,4554052.38,77647.48,7,6,7,75654.36,65796.77,87092.34,4997615.3,243,228543.47,20,263,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
142,63,25510.0,14,86,108,85,385063.95,302035.07,304555.56,6,6,6,457480.46,329519.19,420170.08,991654.58,279,1207169.73,18,297,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
143,56,3000000.0,14,21,18,23,42205.6,38512.0,44511.7,7,6,7,41800.28,38336.94,44450.92,125229.3,62,124588.14,20,82,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
144,60,3000.0,14,16,17,20,46600.0,39392.6,63800.0,7,5,7,47847.86,37267.02,63897.01,149792.6,53,149011.89,19,72,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
145,58,5000000.0,14,120,80,67,246526.38,198414.77,172436.51,7,7,7,437991.49,445822.99,386801.19,617377.66,267,1270615.67,21,288,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
146,44,3500.0,14,74,49,29,636488.25,494847.32,64990.0,12,3,3,362150.0,111000.0,19978.97,1196325.57,152,493128.97,18,170,2223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
147,46,3375000.0,14,0,8,72,0.0,16400.0,99070.0,0,2,12,0.0,16804.52,100222.37,115470.0,80,117026.89,14,94,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
148,37,3500000.0,14,1,0,0,508.98,0.0,0.0,0,0,0,0.0,0.0,0.0,508.98,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
149,38,1000000.0,14,2,3,0,500.0,900.0,0.0,0,0,0,0.0,0.0,0.0,1400.0,5,0.0,0,5,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
150,47,2500.0,14,56,69,34,77862.38,137997.57,47094.0,1,2,0,21000.0,21600.0,0.0,262953.95,159,42600.0,3,162,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
151,54,10000000.0,14,132,35,109,107148.98,27424.76,90616.3,0,0,0,0.0,0.0,0.0,225190.04,276,0.0,0,276,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
152,63,4000000.0,14,0,2,3,0.0,1304.38,6749.7,0,0,0,0.0,0.0,0.0,8054.08,5,0.0,0,5,2223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
153,26,0.0,14,4,11,0,1230.0,6778.8,0.0,1,2,0,1000.0,6750.0,0.0,8008.8,15,7750.0,3,18,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
154,62,2100000.0,14,8,12,14,26491.93,35987.88,39204.6,8,12,13,26491.93,35987.88,38986.87,101684.41,34,101466.68,33,67,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
155,43,1500.0,14,22,30,14,50257.2,47579.8,24829.7,7,6,8,47679.85,47629.69,41081.16,122666.7,66,136390.7,21,87,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
156,52,2100.0,14,9,0,22,11550.0,0.0,15449.7,3,0,5,11640.0,0.0,15350.0,26999.7,31,26990.0,8,39,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
157,53,2500000.0,14,21,20,17,65593.6,63700.0,53849.7,6,6,6,58185.0,63846.0,53254.0,183143.3,58,175285.0,18,76,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
158,52,2100000.0,14,23,20,26,42719.6,43984.0,53229.7,7,6,8,42810.42,44063.47,53897.53,139933.3,69,140771.42,21,90,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
159,51,8869000.0,14,10,7,8,8182.57,12100.0,9958.14,6,6,6,343564.76,405348.87,395549.48,30240.71,25,1144463.11,18,43,2222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
160,48,2000.0,14,18,20,23,37352.7,36459.1,43008.8,7,6,8,45879.52,48049.42,55836.46,116820.6,61,149765.4,21,82,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
161,44,1850.0,14,45,46,51,53060.0,55700.0,55010.0,11,7,9,51678.19,56670.11,57787.38,163770.0,142,166135.68,27,169,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
162,52,15000000.0,14,0,20,10,0.0,60140.95,18321.0,0,4,1,0.0,58500.0,10000.0,78461.95,30,68500.0,5,35,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163,59,1850000.0,14,18,18,20,33740.8,42750.0,48549.7,7,6,8,42632.9,42801.21,48565.88,125040.5,56,133999.99,21,77,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
164,33,1500000.0,14,50,22,9,173699.65,105309.0,24700.0,0,0,0,0.0,0.0,0.0,303708.65,81,0.0,0,81,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
165,43,6400000.0,14,19,31,26,91791.06,165378.2,124107.78,4,7,7,91531.18,164192.92,144954.04,381277.04,76,400678.14,18,94,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
166,36,100000.0,14,104,126,39,129656.31,156368.94,55409.51,104,126,39,129656.31,156368.94,55409.51,341434.76,269,341434.76,269,538,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
167,39,1000000.0,14,166,217,160,246309.6,281305.1,229490.0,6,10,8,271592.38,263536.77,255904.17,757104.7,543,791033.32,24,567,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
168,61,73000.0,20,89,81,97,308822.01,234055.22,315479.08,0,0,0,0.0,0.0,0.0,858356.31,267,0.0,0,267,2211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
169,59,2500000.0,14,77,70,85,199978.93,195860.0,199943.73,6,7,7,197032.98,215834.36,198170.38,595782.66,232,611037.72,20,252,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
170,25,300000.0,14,1,11,3,1000.0,24986.0,10693.6,0,1,2,0.0,25000.0,11000.0,36679.6,15,36000.0,3,18,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
171,40,180000.0,14,65,0,0,171578.11,0.0,0.0,0,0,0,0.0,0.0,0.0,171578.11,65,0.0,0,65,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
172,40,18000000.0,14,105,152,245,1002497.94,758305.82,981585.76,7,9,8,801754.04,814374.46,1015287.04,2742389.52,502,2631415.54,24,526,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
173,46,1800000.0,14,33,45,50,53956.32,67750.5,78732.48,7,6,8,75336.32,82277.86,99444.75,200439.3,128,257058.93,21,149,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
174,41,1900000.0,14,16,14,17,49393.6,50350.0,56399.7,7,6,8,49458.86,50395.95,56439.83,156143.3,47,156294.64,21,68,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
175,66,1800000.0,14,54,13,39,56704.38,37200.0,55143.3,8,3,9,49000.0,37500.0,55350.0,149047.68,106,141850.0,20,126,2223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
176,49,2259248.0,22,119,146,177,273111.55,313536.52,312644.73,8,10,9,380405.0,360227.99,404592.91,899292.8,442,1145225.9,27,469,2232,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
177,32,500000.0,14,297,215,422,906487.36,1243629.39,3352368.08,102,59,169,866970.0,1107550.0,2948160.0,5502484.83,934,4922680.0,330,1264,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
178,46,7500000.0,14,0,0,0,0.0,0.0,0.0,0,1,0,0.0,20.0,0.0,0.0,0,20.0,1,1,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,72,1000000.0,14,6,28,7,9200.0,37295.74,14349.7,0,0,1,0.0,0.0,7000.0,60845.44,41,7000.0,1,42,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
180,40,7000000.0,14,60,55,44,156515.96,143222.37,69280.63,2,0,0,2500.0,0.0,0.0,369018.96,159,2500.0,2,161,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
181,67,2500000.0,14,0,3,0,0.0,3439.0,0.0,1,0,0,82000.0,0.0,0.0,3439.0,3,82000.0,1,4,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
182,70,10000.0,28,3,0,4,2734.38,0.0,11671.7,0,0,0,0.0,0.0,0.0,14406.08,7,0.0,0,7,2211,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183,61,5000000.0,14,37,14,20,39887.65,2986.6,4968.0,0,0,0,0.0,0.0,0.0,47842.25,71,0.0,0,71,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
184,119,1500000.0,21,4,4,1,2899.6,15000.0,749.7,0,1,0,0.0,2000.0,0.0,18649.3,9,2000.0,1,10,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,38,1500000.0,14,125,95,125,182717.22,168807.49,191415.01,8,11,12,163614.63,162683.86,175120.65,542939.72,345,501419.14,31,376,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
186,41,2000000.0,14,283,216,178,619126.74,611380.96,602067.82,63,63,50,473584.52,446603.55,539375.0,1832575.52,677,1459563.07,176,853,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
187,48,10000000.0,14,0,33,69,0.0,54907.39,182269.43,0,11,10,0.0,89414.12,237500.0,237176.82,102,326914.12,21,123,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
188,54,6000000.0,14,25,0,0,83203.08,0.0,0.0,4,0,0,152242.7,0.0,0.0,83203.08,25,152242.7,4,29,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
189,51,37675.53,21,134,142,103,518953.39,690314.07,665073.14,15,17,13,1617063.0,2481592.5,1576901.6,1874340.6,379,5675557.1,45,424,2211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
190,37,3800000.0,14,152,159,238,212358.0,226434.7,452967.01,6,6,28,212214.83,228977.56,486105.91,891759.71,549,927298.3,40,589,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
191,42,2000000.0,14,1,6,1,817.02,26000.0,883.32,0,0,0,0.0,0.0,0.0,27700.34,8,0.0,0,8,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
192,42,15000000.0,14,41,44,34,156421.84,452923.92,361472.51,9,10,13,221653.65,342140.27,1004689.43,970818.27,119,1568483.35,32,151,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
193,16,250000.0,14,11,2,15,10527.6,2895.0,21875.7,4,5,6,6000.0,7500.0,9000.0,35298.3,28,22500.0,15,43,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
194,36,500000.0,14,129,149,145,212165.2,291051.99,291679.37,10,28,26,198676.67,471709.45,468087.24,794896.56,423,1138473.36,64,487,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,48,3500.0,14,31,55,34,82696.0,158588.0,142508.75,6,6,7,67371.0,80909.0,143030.5,383792.75,120,291310.5,19,139,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
196,39,25000000.0,14,22,6,11,68649.0,7450.0,66936.95,7,0,3,48223.0,0.0,25700.0,143035.95,39,73923.0,10,49,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
197,43,2500000.0,14,242,263,275,476673.22,712319.83,588424.91,6,14,11,651783.4,965689.44,778178.98,1777417.96,780,2395651.82,31,811,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
198,37,1500.0,14,44,60,31,178569.6,189528.0,50479.7,6,7,1,164000.0,147000.0,12000.0,418577.3,135,323000.0,14,149,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
199,35,350.0,14,7,43,14,12800.0,48417.68,22339.49,0,22,8,0.0,38110.0,8100.0,83557.17,64,46210.0,30,94,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200,50,1660278.0,14,4,2,0,1800.0,900.0,0.0,2,1,0,1835.87,862.89,0.0,2700.0,6,2698.76,3,9,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
201,39,5726000.0,14,242,203,224,3409367.76,1254610.87,1417869.07,71,75,66,3079898.12,1824924.93,1967833.56,6081847.7,669,6872656.61,212,881,2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
202,43,3800000.0,14,14,30,23,25904.82,54031.21,40467.0,1,1,2,10000.0,5500.0,15300.0,120403.03,67,30800.0,4,71,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
203,52,1000000.0,14,5,1,0,4900.0,400.0,0.0,0,0,2,0.0,0.0,1000.0,5300.0,6,1000.0,2,8,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
204,50,1000000.0,14,47,66,63,122804.0,121883.6,131392.0,6,6,6,105514.76,105809.76,111041.21,376079.6,176,322365.73,18,194,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
205,37,1300000.0,14,24,12,25,30492.0,35385.0,148172.0,2,1,0,12540.0,10000.0,0.0,214049.0,61,22540.0,3,64,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
206,42,6000.0,14,153,148,153,320903.43,316329.51,345817.14,8,7,8,286201.5,348811.3,310568.74,983050.08,454,945581.54,23,477,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
207,50,1000000.0,14,18,16,17,38900.0,38193.6,46000.0,7,6,8,38984.56,42418.43,49730.34,123093.6,51,131133.33,21,72,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
208,56,9759957.0,21,234,171,207,961162.77,1663697.01,1180582.81,8,15,16,1728174.19,1345091.82,1825504.9,3805442.59,612,4898770.91,39,651,2231,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
209,55,3500000.0,14,104,109,213,54056.29,59708.62,344955.35,6,7,9,67629.5,80555.31,342675.96,458720.26,426,490860.77,22,448,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
210,55,15.0,14,69,76,48,111527.0,121160.0,85400.0,6,8,6,109652.5,121543.0,87310.0,318087.0,193,318505.5,20,213,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
211,57,1750000.0,14,29,33,26,77300.0,84700.0,77700.0,7,6,8,76021.54,86905.04,76880.88,239700.0,88,239807.46,21,109,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
212,43,1850000.0,14,94,165,22,263561.7,363739.96,49374.7,6,0,2,96600.0,0.0,28000.0,676676.36,281,124600.0,8,289,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
213,59,1000000.0,14,0,8,0,0.0,8092.0,0.0,0,0,0,0.0,0.0,0.0,8092.0,8,0.0,0,8,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
214,55,1000000.0,14,11,0,0,16793.6,0.0,0.0,0,0,0,0.0,0.0,0.0,16793.6,11,0.0,0,11,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
215,40,2500000.0,14,33,28,27,48493.6,50400.0,47549.7,7,6,9,46061.45,47590.96,56742.04,146443.3,88,150394.45,22,110,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
216,42,1500000.0,14,32,47,48,35255.03,93301.51,136048.46,8,6,8,53826.39,99133.49,135900.04,264605.0,127,288859.92,22,149,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
217,37,8000000.0,14,29,20,18,154055.6,106330.6,45596.7,0,4,1,0.0,107950.0,50000.0,305982.9,67,157950.0,5,72,2235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
218,56,10000000.0,14,106,145,336,745871.38,1163515.87,1529518.42,20,32,51,739200.0,1023890.0,1850650.0,3438905.67,587,3613740.0,103,690,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
219,49,1000000.0,14,3,14,6,9800.0,26816.6,13825.0,0,6,5,0.0,26900.0,29800.0,50441.6,23,56700.0,11,34,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
220,47,3500000.0,14,26,26,39,62543.6,69650.0,64700.0,6,6,6,64304.5,72888.5,63735.0,196893.6,91,200928.0,18,109,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
221,45,1000000.0,14,17,25,42,33921.6,84485.63,52627.78,7,6,8,45766.83,47338.75,56268.14,171035.01,84,149373.72,21,105,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
222,46,1500000.0,14,27,17,39,27663.0,14370.0,95571.17,6,12,7,20000.0,24500.0,81000.0,137604.17,83,125500.0,25,108,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
